Side,eventType,timeMs,Qty,Price,eventSeq,eventID,bidEventID,askEventID
Buy,Limit,900360,1100,3.73,67,455866,,
Sell,Limit,900400,4400,3.78,68,462401,,
"",Trade,900400,4400,3.79,69,462402,388613,462401
Sell,Limit,900500,2600,3.78,70,476053,,
"",Trade,900500,2600,3.79,71,476054,388613,476053
Sell,Limit,900530,1000,3.86,72,478762,,
Sell,Limit,900530,6900,3.79,73,479390,,
"",Trade,900530,4200,3.79,74,479391,388613,479390
Sell,Limit,900560,1000,3.85,75,482001,,
Sell,Limit,900640,2900,3.96,76,491845,,
Buy,Limit,900640,400,3.71,77,492019,,
Buy,Limit,900740,200,3.58,78,501003,,
Buy,Limit,900830,3200,3.7,79,507984,,
Buy,Limit,900940,3000,3.73,80,516884,,
Buy,Limit,901000,3000,3.71,81,520706,,
Buy,Limit,901000,3000,3.74,82,520721,,
Buy,Limit,901000,3000,3.73,83,521317,,
Sell,Limit,901010,3500,3.84,84,521987,,
Buy,Limit,901290,300,3.77,85,541225,,
Buy,Limit,901390,600,3.72,86,547275,,
Buy,Limit,901540,2000,3.59,87,556443,,
Buy,Limit,901750,2000,3.78,88,570711,,
Buy,Limit,901780,1300,3.71,89,571991,,
Buy,Limit,901900,5000,3.7,90,578400,,
Buy,Limit,901900,5000,3.71,91,578420,,
Buy,Limit,902690,300,3.67,92,611333,,
Buy,Limit,902940,3000,3.65,93,618884,,
Buy,Limit,903220,100,3.79,94,628403,,
"",Trade,903220,100,3.79,95,628404,628403,479390
Buy,Limit,903370,100,3.78,96,633399,,
Buy,Cancel,903800,100,0.0,97,644925,633399,0
Buy,Limit,904010,3000,3.74,98,649971,,
Sell,Limit,904030,2000,3.95,99,650483,,
Sell,Limit,904270,4900,3.86,100,657015,,
Sell,Limit,904620,2100,3.85,101,668366,,
Buy,Limit,904770,3000,3.71,102,674193,,
Buy,Limit,905050,5000,3.58,103,683431,,
Buy,Limit,905230,5000,3.68,104,687733,,
Buy,Limit,906560,1000,3.69,105,705172,,
Buy,Limit,909860,500,3.79,106,748600,,
"",Trade,909860,500,3.79,107,748601,748600,479390
Sell,Limit,923310,1000,3.84,108,934731,,
Sell,Limit,923800,6300,3.84,109,938106,,
Buy,Limit,940480,300,3.76,110,1073060,,
Buy,Limit,944810,5600,3.77,111,1104129,,
Sell,Limit,948650,300,3.78,112,1129961,,
"",Trade,948650,300,3.78,113,1129962,570711,1129961
Sell,Limit,954880,9800,3.85,114,1170238,,
Sell,Limit,961790,1000,3.83,115,1221801,,
Sell,Cancel,964600,2100,0.0,116,1243077,0,479390
Buy,Limit,964950,200,3.79,117,1246628,,
Sell,Limit,967860,1000,3.96,118,1270977,,
Buy,Limit,970940,100,3.69,119,1298646,,
Sell,Limit,973640,1000,3.8,120,1322660,,
Sell,Limit,975450,200,3.69,121,1338367,,
"",Trade,975450,200,3.79,122,1338368,1246628,1338367
Buy,Limit,977360,5600,3.77,123,1358690,,
Buy,Limit,977380,100,3.79,124,1358854,,
Buy,Limit,977390,100,3.78,125,1358878,,
Buy,Limit,977390,100,3.78,126,1358886,,
Buy,Limit,977390,100,3.78,127,1358901,,
Buy,Limit,977390,100,3.78,128,1358909,,
Buy,Limit,977390,100,3.78,129,1358917,,
Sell,Limit,980140,5700,3.86,130,1382287,,
Sell,Limit,986140,100,3.7,131,1432053,,
"",Trade,986140,100,3.79,132,1432054,1358854,1432053
Sell,Limit,987130,1000,3.81,133,1438226,,
Buy,Cancel,990070,100,0.0,134,1461763,1358909,0
Buy,Limit,990070,100,3.79,135,1461764,,
Sell,Limit,998270,100,3.7,136,1527255,,
"",Trade,998270,100,3.79,137,1527256,1461764,1527255
Buy,Limit,1001320,600,3.96,138,1550468,,
"",Trade,1001320,600,3.8,139,1550469,1550468,136635
Buy,Limit,1001350,100,3.79,140,1550576,,
Buy,Limit,1007150,500,3.75,141,1589041,,
Sell,Limit,1008130,100,3.71,142,1594770,,
"",Trade,1008130,100,3.79,143,1594771,1550576,1594770
Buy,Cancel,1026070,100,0.0,144,1712250,1358886,0
Buy,Cancel,1026080,100,0.0,145,1712272,1358878,0
Buy,Cancel,1026080,100,0.0,146,1712273,1358917,0
Sell,Limit,1027050,200,3.79,147,1720885,,
Sell,Limit,1027260,27200,3.86,148,1723182,,
Sell,Limit,1037170,5000,3.96,149,1799504,,
Buy,Limit,1037680,1000,3.75,150,1802416,,
Sell,Limit,1041260,900,3.89,151,1823608,,
Buy,Limit,1042870,5000,3.58,152,1833823,,
Sell,Limit,1043140,1000,3.82,153,1836099,,
Buy,Limit,1050090,35000,3.79,154,1878939,,
"",Trade,1050090,200,3.79,155,1878940,1878939,1720885
Buy,Cancel,1050120,100,0.0,156,1879062,1358901,0
Buy,Limit,1050120,100,3.79,157,1879063,,
Sell,Limit,1057430,600,3.79,158,1921239,,
"",Trade,1057430,600,3.79,159,1921240,1878939,1921239
Sell,Limit,1058120,2200,3.8,160,1926558,,
Buy,Limit,1062450,2300,3.6,161,1950086,,
Sell,Limit,1079240,100,3.79,162,2039679,,
"",Trade,1079240,100,3.79,163,2039680,1878939,2039679
Sell,Limit,1081430,2000,3.8,164,2051520,,
Sell,Limit,1088210,34200,3.79,165,2095202,,
"",Trade,1088210,34100,3.79,166,2095203,1878939,2095202
"",Trade,1088210,100,3.79,167,2095204,1879063,2095202
Sell,Limit,1090210,2900,3.78,168,2107372,,
"",Trade,1090210,1700,3.78,169,2107373,570711,2107372
Buy,Limit,1090230,200,3.78,170,2107472,,
"",Trade,1090230,200,3.78,171,2107473,2107472,2107372
Buy,Limit,1090240,100,3.78,172,2107554,,
"",Trade,1090240,100,3.78,173,2107555,2107554,2107372
Sell,Limit,1090240,2800,3.78,174,2107605,,
Buy,Limit,1093120,2000,3.71,175,2125427,,
Buy,Cancel,1108240,2000,0.0,176,2207269,82119,0
Sell,Limit,1112120,1000,3.8,177,2230846,,
Buy,Cancel,1112400,300,0.0,178,2232293,1073060,0
Buy,Limit,1121460,300,3.75,179,2276899,,
Sell,Limit,1125760,45800,3.77,180,2298110,,
"",Trade,1125760,38800,3.77,181,2298111,314931,2298110
"",Trade,1125760,300,3.77,182,2298112,541225,2298110
"",Trade,1125760,5600,3.77,183,2298113,1104129,2298110
"",Trade,1125760,1100,3.77,184,2298114,1358690,2298110
Buy,Limit,1126060,2000,3.76,185,2299477,,
Sell,Limit,1128000,6400,3.88,186,2310496,,
Buy,Limit,1130930,2600,3.78,187,2326281,,
"",Trade,1130930,900,3.78,188,2326282,2326281,2107372
"",Trade,1130930,1700,3.78,189,2326283,2326281,2107605
Buy,Limit,1132170,3000,3.78,190,2332710,,
"",Trade,1132170,1100,3.78,191,2332711,2332710,2107605
Buy,Limit,1135020,900,3.77,192,2347814,,
Buy,Limit,1136790,3900,3.78,193,2357397,,
Sell,Limit,1144320,34000,3.8,194,2397009,,
Sell,Limit,1147200,3800,3.78,195,2414158,,
"",Trade,1147200,1900,3.78,196,2414159,2332710,2414158
"",Trade,1147200,1900,3.78,197,2414160,2357397,2414158
Sell,Limit,1149230,3700,3.78,198,2426645,,
"",Trade,1149230,2000,3.78,199,2426646,2357397,2426645
Buy,Limit,1149260,500,3.77,200,2426749,,
Buy,Limit,1149260,500,3.77,201,2426763,,
Buy,Limit,1149260,500,3.77,202,2426764,,
Buy,Limit,1149260,400,3.77,203,2426765,,
Buy,Limit,1149260,400,3.77,204,2426768,,
Buy,Limit,1149260,600,3.77,205,2426774,,
Buy,Limit,1149270,500,3.77,206,2426789,,
Buy,Limit,1184780,400,3.74,207,2593468,,
Buy,Cancel,1186000,2000,0.0,208,2597728,2299477,0
Sell,Limit,1186070,2400,3.96,209,2598001,,
Buy,Limit,1199900,2000,3.75,210,2657320,,
Sell,Cancel,1204600,1700,0.0,211,2683708,0,2426645
Buy,Limit,1209020,8700,3.74,212,2710757,,
Buy,Cancel,1212070,500,0.0,213,2727086,2426749,0
Buy,Limit,1212070,500,3.78,214,2727087,,
Buy,Cancel,1215090,1000,0.0,215,2744083,1802416,0
Sell,Limit,1226090,3000,3.96,216,2805347,,
Buy,Limit,1231720,1000,3.7,217,2828896,,
Buy,Limit,1252390,700,3.78,218,2910219,,
Buy,Limit,1286320,1000,3.78,219,3069920,,
Sell,Limit,1288600,1500,3.96,220,3078316,,
Buy,Limit,1294800,3500,3.71,221,3107103,,
Buy,Limit,1304760,3000,3.78,222,3156240,,
Buy,Cancel,1305460,1000,0.0,223,3159105,3069920,0
Buy,Limit,1309930,1100,3.75,224,3179124,,
Buy,Limit,1315320,500,3.78,225,3200488,,
Sell,Limit,1317200,300,3.78,226,3208648,,
"",Trade,1317200,300,3.78,227,3208649,2727087,3208648
Buy,Limit,1319080,4000,3.7,228,3216398,,
Sell,Limit,1326780,15000,3.96,229,3252956,,
Sell,Limit,1326850,10500,3.78,230,3253178,,
"",Trade,1326850,200,3.78,231,3253179,2727087,3253178
"",Trade,1326850,700,3.78,232,3253180,2910219,3253178
"",Trade,1326850,3000,3.78,233,3253181,3156240,3253178
"",Trade,1326850,500,3.78,234,3253182,3200488,3253178
Buy,Limit,1326890,16200,3.7,235,3253325,,
Buy,Limit,1334670,1000,3.77,236,3292217,,
Buy,Limit,1338250,100,3.78,237,3307126,,
"",Trade,1338250,100,3.78,238,3307127,3307126,3253178
Sell,Limit,1345890,35000,3.83,239,3336537,,
Buy,Cancel,1346950,600,0.0,240,3341574,547275,0
Buy,Limit,1347600,1000,3.77,241,3344417,,
Buy,Limit,1350970,3000,3.78,242,3357622,,
"",Trade,1350970,3000,3.78,243,3357623,3357622,3253178
Buy,Limit,1351270,2000,3.76,244,3358842,,
Buy,Limit,1372110,600,3.76,245,3436009,,
Buy,Cancel,1381830,8700,0.0,246,3473128,2710757,0
Buy,Limit,1384090,2000,3.78,247,3481135,,
"",Trade,1384090,2000,3.78,248,3481136,3481135,3253178
Buy,Cancel,1384120,500,0.0,249,3481216,2426789,0
Buy,Limit,1384120,300,3.78,250,3481217,,
"",Trade,1384120,300,3.78,251,3481218,3481217,3253178
Sell,Limit,1384140,2300,3.78,252,3481331,,
Sell,Limit,1385900,2200,3.78,253,3489229,,
Buy,Limit,1387510,20000,3.77,254,3496858,,
Buy,Cancel,1387520,500,0.0,255,3496924,2426764,0
Buy,Limit,1387520,100,3.78,256,3496934,,
"",Trade,1387520,100,3.78,257,3496935,3496934,3253178
Buy,Cancel,1387550,400,0.0,258,3497039,2426765,0
Buy,Limit,1387550,100,3.78,259,3497044,,
"",Trade,1387550,100,3.78,260,3497045,3497044,3253178
Buy,Limit,1396100,8600,3.76,261,3531562,,
Buy,Limit,1401480,1500,3.78,262,3551866,,
"",Trade,1401480,500,3.78,263,3551867,3551866,3253178
"",Trade,1401480,1000,3.78,264,3551868,3551866,3481331
Buy,Limit,1405380,1000,3.68,265,3564343,,
Buy,Cancel,1405400,500,0.0,266,3564418,2426763,0
Buy,Limit,1405410,100,3.78,267,3564427,,
"",Trade,1405410,100,3.78,268,3564428,3564427,3481331
Buy,Limit,1418630,600,3.78,269,3611034,,
"",Trade,1418630,600,3.78,270,3611035,3611034,3481331
Buy,Limit,1435850,1000,3.7,271,3671245,,
Buy,Limit,1437660,36800,3.78,272,3677030,,
"",Trade,1437660,600,3.78,273,3677031,3677030,3481331
"",Trade,1437660,2200,3.78,274,3677032,3677030,3489229
Buy,Limit,1437740,100,3.78,275,3677305,,
Buy,Limit,1437740,100,3.78,276,3677306,,
Buy,Limit,1437740,100,3.78,277,3677307,,
Buy,Limit,1438850,7300,3.78,278,3681449,,
Buy,Cancel,1440070,400,0.0,279,3685615,2426768,0
Buy,Cancel,1440070,600,0.0,280,3685621,2426774,0
Buy,Limit,1440080,400,3.78,281,3685636,,
Buy,Limit,1440080,300,3.78,282,3685648,,
Buy,Limit,1442120,400,3.74,283,3695088,,
Buy,Limit,1443730,600,3.78,284,3700978,,
Buy,Limit,1446110,500,3.78,285,3713493,,
Buy,Limit,1456420,7200,3.79,286,3763679,,
Buy,Cancel,1456450,400,0.0,287,3763806,3685636,0
Buy,Cancel,1456450,500,0.0,288,3763807,3713493,0
Buy,Limit,1456450,200,3.79,289,3763820,,
Buy,Limit,1456450,200,3.79,290,3763822,,
Buy,Limit,1456450,500,3.79,291,3763831,,
Buy,Limit,1456450,400,3.79,292,3763835,,
Buy,Limit,1456460,400,3.79,293,3763838,,
Sell,Limit,1457990,1000,3.96,294,3771805,,
Buy,Cancel,1461860,7300,0.0,295,3791092,3681449,0
Sell,Limit,1471970,4300,3.69,296,3835196,,
"",Trade,1471970,4300,3.79,297,3835197,3763679,3835196
Buy,Limit,1471990,100,3.79,298,3835276,,
Buy,Cancel,1471990,300,0.0,299,3835279,3685648,0
Buy,Limit,1471990,600,3.79,300,3835287,,
Buy,Limit,1483860,2000,3.58,301,3880091,,
Buy,Limit,1531080,500,3.79,302,4092406,,
Buy,Limit,1531200,2000,3.78,303,4093040,,
Buy,Limit,1531410,8200,3.8,304,4094026,,
"",Trade,1531410,2300,3.8,305,4094027,4094026,136635
"",Trade,1531410,1000,3.8,306,4094028,4094026,1322660
"",Trade,1531410,2200,3.8,307,4094029,4094026,1926558
"",Trade,1531410,2000,3.8,308,4094030,4094026,2051520
"",Trade,1531410,700,3.8,309,4094031,4094026,2230846
Buy,Cancel,1531430,100,0.0,310,4094210,3835276,0
Buy,Limit,1531430,100,3.8,311,4094211,,
"",Trade,1531430,100,3.8,312,4094212,4094211,2230846
Buy,Cancel,1531430,400,0.0,313,4094220,3763838,0
Buy,Cancel,1531430,200,0.0,314,4094221,3763822,0
Buy,Cancel,1531430,500,0.0,315,4094222,3763831,0
Buy,Cancel,1531430,400,0.0,316,4094223,3763835,0
Buy,Cancel,1531430,100,0.0,317,4094226,3677305,0
Buy,Cancel,1531430,100,0.0,318,4094228,3677306,0
Buy,Cancel,1531430,600,0.0,319,4094229,3835287,0
Buy,Limit,1531430,500,3.8,320,4094236,,
"",Trade,1531430,200,3.8,321,4094237,4094236,2230846
"",Trade,1531430,300,3.8,322,4094238,4094236,2397009
Buy,Limit,1531440,300,3.8,323,4094242,,
"",Trade,1531440,300,3.8,324,4094243,4094242,2397009
Buy,Limit,1531440,500,3.8,325,4094246,,
"",Trade,1531440,500,3.8,326,4094247,4094246,2397009
Buy,Limit,1531440,600,3.8,327,4094248,,
"",Trade,1531440,600,3.8,328,4094249,4094248,2397009
Buy,Limit,1531440,600,3.8,329,4094251,,
"",Trade,1531440,600,3.8,330,4094252,4094251,2397009
Buy,Cancel,1531440,200,0.0,331,4094263,3763820,0
Buy,Cancel,1531440,100,0.0,332,4094266,3677307,0
Buy,Limit,1531440,300,3.8,333,4094271,,
"",Trade,1531440,300,3.8,334,4094272,4094271,2397009
Buy,Limit,1531790,8200,3.81,335,4095765,,
"",Trade,1531790,8200,3.8,336,4095766,4095765,2397009
Buy,Limit,1531820,100,3.8,337,4095963,,
"",Trade,1531820,100,3.8,338,4095964,4095963,2397009
Buy,Limit,1531990,8200,3.81,339,4096698,,
"",Trade,1531990,8200,3.8,340,4096699,4096698,2397009
Buy,Limit,1532010,100,3.8,341,4096758,,
"",Trade,1532010,100,3.8,342,4096759,4096758,2397009
Buy,Limit,1532010,100,3.8,343,4096762,,
"",Trade,1532010,100,3.8,344,4096763,4096762,2397009
Buy,Limit,1532170,8200,3.81,345,4097513,,
"",Trade,1532170,8200,3.8,346,4097514,4097513,2397009
Buy,Limit,1532390,6500,3.8,347,4098385,,
"",Trade,1532390,6500,3.8,348,4098386,4098385,2397009
Buy,Limit,1540220,1500,3.8,349,4126705,,
Buy,Limit,1542250,500,3.8,350,4134687,,
Buy,Cancel,1555060,900,0.0,351,4182367,2347814,0
Sell,Limit,1555840,1000,3.8,352,4185511,,
"",Trade,1555840,1000,3.8,353,4185512,4126705,4185511
Buy,Limit,1557780,1000,3.77,354,4191841,,
Sell,Limit,1561780,1000,3.96,355,4207808,,
Buy,Cancel,1562590,5000,0.0,356,4211408,420886,0
Sell,Limit,1564200,2200,3.8,357,4216601,,
"",Trade,1564200,500,3.8,358,4216602,4126705,4216601
"",Trade,1564200,500,3.8,359,4216603,4134687,4216601
Sell,Cancel,1565230,3500,0.0,360,4221711,0,521987
Sell,Limit,1565580,2200,3.8,361,4222943,,
Buy,Limit,1567290,1000,3.8,362,4229108,,
"",Trade,1567290,1000,3.8,363,4229109,4229108,4216601
Buy,Limit,1567310,200,3.8,364,4229201,,
"",Trade,1567310,200,3.8,365,4229202,4229201,4216601
Buy,Limit,1567310,200,3.8,366,4229223,,
"",Trade,1567310,200,3.8,367,4229224,4229223,4222943
Buy,Limit,1567310,100,3.8,368,4229230,,
"",Trade,1567310,100,3.8,369,4229231,4229230,4222943
Buy,Limit,1567310,100,3.8,370,4229257,,
"",Trade,1567310,100,3.8,371,4229258,4229257,4222943
Buy,Limit,1567320,200,3.8,372,4229264,,
"",Trade,1567320,200,3.8,373,4229265,4229264,4222943
Buy,Limit,1567320,200,3.8,374,4229280,,
"",Trade,1567320,200,3.8,375,4229281,4229280,4222943
Buy,Limit,1567320,200,3.8,376,4229286,,
"",Trade,1567320,200,3.8,377,4229287,4229286,4222943
Sell,Limit,1576420,2700,3.96,378,4263660,,
Buy,Limit,1583140,2600,3.79,379,4288170,,
Sell,Limit,1593360,400,3.8,380,4323577,,
Sell,Limit,1619910,4200,3.82,381,4423093,,
Buy,Limit,1621870,1500,3.8,382,4431201,,
"",Trade,1621870,1200,3.8,383,4431202,4431201,4222943
"",Trade,1621870,300,3.8,384,4431203,4431201,4323577
Buy,Limit,1622720,10500,3.8,385,4434490,,
"",Trade,1622720,100,3.8,386,4434491,4434490,4323577
Sell,Cancel,1648740,35000,0.0,387,4524981,0,3336537
Sell,Limit,1648750,1800,3.8,388,4525025,,
"",Trade,1648750,1800,3.8,389,4525026,4434490,4525025
Sell,Limit,1648790,1800,3.8,390,4525120,,
"",Trade,1648790,1800,3.8,391,4525121,4434490,4525120
Buy,Limit,1650740,2000,3.79,392,4530445,,
Buy,Limit,1652860,1700,3.79,393,4537219,,
Sell,Cancel,1652880,5700,0.0,394,4537273,0,1382287
Buy,Cancel,1653180,6800,0.0,395,4538062,4434490,0
Sell,Limit,1658850,500,3.8,396,4555451,,
Buy,Limit,1677320,1000,3.78,397,4609064,,
Buy,Cancel,1678700,600,0.0,398,4612816,3436009,0
Buy,Limit,1694480,600,3.8,399,4668033,,
"",Trade,1694480,500,3.8,400,4668034,4668033,4555451
Buy,Cancel,1695080,1000,0.0,401,4669794,4191841,0
Buy,Cancel,1696100,3000,0.0,402,4672484,674193,0
Buy,Cancel,1703720,2900,0.0,403,4698706,3763679,0
Buy,Limit,1705250,10300,3.74,404,4703080,,
Buy,Limit,1705250,10400,3.75,405,4703082,,
Sell,Limit,1712680,1200,3.86,406,4725020,,
Buy,Cancel,1722970,600,0.0,407,4754084,3700978,0
Buy,Limit,1760920,900,3.8,408,4871601,,
Sell,Limit,1771590,5000,3.8,409,4902811,,
"",Trade,1771590,100,3.8,410,4902812,4668033,4902811
"",Trade,1771590,900,3.8,411,4902813,4871601,4902811
Buy,Cancel,1789210,1100,0.0,412,4952443,3179124,0
Buy,Limit,1793560,300,3.76,413,4965082,,
Buy,Limit,1796230,1000,3.75,414,4972162,,
Buy,Cancel,1802190,2600,0.0,415,4989620,4288170,0
Sell,Limit,1825500,1000,3.8,416,5077863,,
Sell,Limit,1825580,500,3.85,417,5078209,,
Buy,Cancel,1827820,300,0.0,418,5086134,2276899,0
Buy,Limit,1833820,8000,3.78,419,5103356,,
Buy,Limit,1836880,400,3.77,420,5111834,,
Sell,Limit,1860140,300,3.8,421,5175849,,
Buy,Cancel,1863160,34000,0.0,422,5184959,3677030,0
Sell,Limit,1867190,800,3.79,423,5196938,,
"",Trade,1867190,500,3.79,424,5196939,4092406,5196938
"",Trade,1867190,300,3.79,425,5196940,4530445,5196938
Sell,Limit,1867210,800,3.79,426,5197026,,
"",Trade,1867210,800,3.79,427,5197027,4530445,5197026
Buy,Limit,1879770,600,3.79,428,5231195,,
Buy,Limit,1889440,1600,3.8,429,5257612,,
"",Trade,1889440,1600,3.8,430,5257613,5257612,4902811
Buy,Limit,1894570,1400,3.77,431,5272642,,
Buy,Limit,1898590,1300,3.8,432,5284073,,
"",Trade,1898590,1300,3.8,433,5284074,5284073,4902811
Buy,Limit,1899250,10500,3.73,434,5285524,,
Buy,Cancel,1902610,600,0.0,435,5293911,5231195,0
Buy,Limit,1910610,2600,3.78,436,5316643,,
Buy,Limit,1912180,1600,3.78,437,5320472,,
Buy,Limit,1913730,200,3.8,438,5326010,,
"",Trade,1913730,200,3.8,439,5326011,5326010,4902811
Buy,Limit,1934620,1200,3.8,440,5389800,,
"",Trade,1934620,900,3.8,441,5389801,5389800,4902811
"",Trade,1934620,300,3.8,442,5389802,5389800,5077863
Buy,Limit,1942120,1000,3.79,443,5408788,,
Sell,Limit,1944640,500,3.85,444,5415482,,
Buy,Limit,1969030,1100,3.8,445,5472550,,
"",Trade,1969030,700,3.8,446,5472551,5472550,5077863
"",Trade,1969030,300,3.8,447,5472552,5472550,5175849
Sell,Cancel,1987260,6400,0.0,448,5518103,0,2310496
Sell,Limit,1993140,6400,3.92,449,5533071,,
Sell,Limit,2009130,700,3.94,450,5574626,,
Sell,Limit,2032900,4200,3.8,451,5634118,,
"",Trade,2032900,100,3.8,452,5634119,5472550,5634118
Buy,Limit,2032920,100,3.79,453,5634199,,
Buy,Limit,2032920,100,3.79,454,5634212,,
Buy,Limit,2032930,100,3.79,455,5634219,,
Buy,Limit,2032930,100,3.79,456,5634222,,
Buy,Limit,2032930,100,3.79,457,5634224,,
Buy,Limit,2032930,100,3.79,458,5634232,,
Buy,Limit,2032930,100,3.79,459,5634238,,
Sell,Cancel,2054170,3500,0.0,460,5693727,0,103002
Sell,Limit,2060240,17800,3.85,461,5709752,,
Buy,Limit,2073380,1500,3.8,462,5741676,,
"",Trade,2073380,1500,3.8,463,5741677,5741676,5634118
Buy,Limit,2081260,1000,3.7,464,5761461,,
Buy,Limit,2081620,800,3.75,465,5762419,,
Sell,Limit,2096930,18500,3.95,466,5799887,,
Buy,Limit,2100100,4900,3.79,467,5807996,,
Buy,Limit,2109380,3000,3.77,468,5847804,,
Sell,Limit,2109390,900,3.8,469,5847821,,
Sell,Limit,2109450,900,3.8,470,5848031,,
Buy,Limit,2113570,500,3.75,471,5866575,,
Sell,Limit,2117840,4000,3.83,472,5882655,,
Buy,Limit,2124020,300,3.75,473,5901944,,
Buy,Limit,2130840,400,3.71,474,5920666,,
Sell,Cancel,2135410,8500,0.0,475,5933147,0,318966
Buy,Limit,2141610,1800,3.79,476,5955204,,
Buy,Limit,2145030,300,3.79,477,5966374,,
Buy,Cancel,2148220,1800,0.0,478,5976395,5955204,0
Sell,Limit,2149560,1300,3.83,479,5979990,,
Sell,Cancel,2163700,900,0.0,480,6030343,0,5848031
Sell,Cancel,2164020,900,0.0,481,6031286,0,5847821
Sell,Limit,2165640,600,3.8,482,6038260,,
Buy,Limit,2167070,900,3.8,483,6042635,,
"",Trade,2167070,900,3.8,484,6042636,6042635,5634118
Buy,Limit,2173230,2800,3.8,485,6063334,,
"",Trade,2173230,1700,3.8,486,6063335,6063334,5634118
"",Trade,2173230,600,3.8,487,6063336,6063334,6038260
Sell,Limit,2187730,1500,3.8,488,6107227,,
"",Trade,2187730,500,3.8,489,6107228,6063334,6107227
Buy,Cancel,2187740,100,0.0,490,6107248,5634199,0
Buy,Limit,2187740,100,3.8,491,6107249,,
"",Trade,2187740,100,3.8,492,6107250,6107249,6107227
Buy,Cancel,2187750,100,0.0,493,6107254,5634232,0
Buy,Limit,2187750,100,3.8,494,6107257,,
"",Trade,2187750,100,3.8,495,6107258,6107257,6107227
Buy,Cancel,2187750,100,0.0,496,6107259,5634222,0
Buy,Limit,2187750,100,3.8,497,6107263,,
"",Trade,2187750,100,3.8,498,6107264,6107263,6107227
Buy,Limit,2187750,100,3.8,499,6107267,,
"",Trade,2187750,100,3.8,500,6107268,6107267,6107227
Buy,Limit,2187750,100,3.8,501,6107269,,
"",Trade,2187750,100,3.8,502,6107270,6107269,6107227
Buy,Cancel,2193080,100,0.0,503,6122178,5634224,0
Buy,Cancel,2193080,100,0.0,504,6122179,5634238,0
Buy,Limit,2193080,100,3.8,505,6122212,,
"",Trade,2193080,100,3.8,506,6122213,6122212,6107227
