Side,eventType,timeMs,Qty,Price,eventSeq,eventID,bidEventID,askEventID
Sell,Limit,510,800,8.98,155,61944,,
Sell,Limit,510,4000,8.8,156,61977,,
Sell,Limit,510,1500,9.18,157,62173,,
Buy,Limit,510,500,8.18,158,62175,,
Sell,Limit,510,500,8.8,159,62337,,
Buy,Limit,510,2000,8.01,160,62392,,
Buy,Limit,510,500,8.21,161,62460,,
Buy,Limit,510,500,8.26,162,62504,,
Sell,Limit,510,500,8.49,163,62505,,
Sell,Limit,510,500,8.58,164,62506,,
Buy,Limit,510,500,8.21,165,62508,,
Buy,Limit,520,100,7.67,166,62594,,
Sell,Limit,540,11000,8.86,167,64299,,
Sell,Limit,540,3400,9.16,168,64665,,
Sell,Limit,560,800,8.58,169,66208,,
Sell,Limit,590,600,8.62,170,68423,,
Buy,Limit,590,3500,8.3,171,68535,,
Buy,Limit,600,500,8.2,172,69148,,
Sell,Limit,610,10000,8.96,173,70115,,
Sell,Limit,630,4000,9.15,174,71506,,
Buy,Limit,660,900,8.25,175,72629,,
Buy,Limit,670,1000,8.23,176,73171,,
Buy,Limit,670,100,8.36,177,73317,,
Sell,Limit,670,1000,8.83,178,73443,,
Sell,Limit,670,1000,9.18,179,73471,,
Sell,Limit,680,500,8.7,180,73844,,
Sell,Limit,680,500,8.9,181,73845,,
Sell,Limit,680,500,9.0,182,73846,,
Buy,Limit,700,3000,8.09,183,75394,,
Sell,Limit,700,2000,8.36,184,75423,,
Sell,Limit,700,2000,8.37,185,75425,,
Sell,Limit,700,2000,8.38,186,75430,,
Sell,Limit,700,2000,8.39,187,75458,,
Sell,Limit,700,2000,8.4,188,75460,,
Sell,Limit,710,2000,8.41,189,75485,,
Sell,Limit,710,2000,8.42,190,75500,,
Sell,Limit,710,2000,8.43,191,75564,,
Sell,Limit,710,2000,8.44,192,75575,,
Sell,Limit,710,2000,8.45,193,75576,,
Sell,Limit,710,2000,8.46,194,75577,,
Sell,Limit,710,2000,8.47,195,75608,,
Sell,Limit,710,2000,8.48,196,75626,,
Sell,Limit,710,2000,8.49,197,75637,,
Sell,Limit,710,2000,8.5,198,75640,,
Sell,Limit,710,2000,8.51,199,75661,,
Sell,Limit,710,2000,8.52,200,75664,,
Sell,Limit,710,2000,8.53,201,75680,,
Sell,Limit,710,2000,8.54,202,75687,,
Sell,Limit,710,2000,8.55,203,75691,,
Sell,Limit,710,2000,8.56,204,75740,,
Sell,Limit,710,2000,8.57,205,75743,,
Sell,Limit,710,2000,8.58,206,75769,,
Sell,Limit,710,2000,8.59,207,75774,,
Sell,Limit,710,2000,8.6,208,75782,,
Sell,Limit,710,2000,8.61,209,75809,,
Sell,Limit,710,2000,8.62,210,75819,,
Sell,Limit,710,2000,8.63,211,75861,,
Sell,Limit,710,2000,8.64,212,75862,,
Sell,Limit,710,2000,8.65,213,75890,,
Sell,Limit,710,2000,8.66,214,75960,,
Sell,Limit,720,2000,8.74,215,76000,,
Buy,Limit,720,2000,8.31,216,76076,,
Buy,Limit,720,2000,8.3,217,76102,,
Buy,Limit,720,2000,8.29,218,76109,,
Buy,Limit,720,2000,8.28,219,76132,,
Buy,Limit,720,2000,8.27,220,76307,,
Buy,Limit,720,2000,8.26,221,76339,,
Buy,Limit,720,2000,8.2,222,76410,,
Buy,Limit,720,2000,8.12,223,76485,,
Buy,Limit,720,2000,8.04,224,76506,,
Buy,Limit,720,2000,7.96,225,76557,,
Buy,Limit,720,2000,7.88,226,76615,,
Buy,Limit,720,2000,7.8,227,76626,,
Buy,Limit,720,400,8.09,228,76659,,
Buy,Limit,720,2000,7.72,229,76750,,
Sell,Limit,730,1000,9.18,230,76866,,
Buy,Limit,730,2000,7.64,231,76869,,
Buy,Limit,730,2000,7.56,232,76984,,
Buy,Limit,730,2000,7.52,233,77101,,
Buy,Limit,730,700,7.97,234,77291,,
Sell,Limit,730,1000,8.36,235,77354,,
Sell,Limit,730,1000,8.38,236,77379,,
Sell,Limit,730,1000,8.4,237,77396,,
Sell,Limit,730,1000,8.42,238,77400,,
Buy,Limit,740,1000,8.0,239,78103,,
Sell,Limit,750,300,9.0,240,78166,,
Sell,Limit,750,400,8.88,241,78338,,
Sell,Limit,750,5000,8.56,242,78474,,
Sell,Limit,750,5000,8.58,243,78484,,
Sell,Limit,750,3000,8.59,244,78487,,
Sell,Limit,750,3000,8.61,245,78511,,
Sell,Limit,750,5000,8.62,246,78514,,
Sell,Limit,750,3000,8.64,247,78538,,
Sell,Limit,750,3000,8.65,248,78558,,
Buy,Limit,760,200,8.36,249,78862,,
Sell,Limit,760,1000,8.44,250,78892,,
Sell,Limit,760,1000,8.46,251,78896,,
Sell,Limit,760,1000,8.48,252,78897,,
Sell,Limit,760,1000,8.5,253,79001,,
Sell,Limit,760,1000,8.52,254,79003,,
Sell,Limit,760,1000,8.54,255,79004,,
Sell,Limit,760,1000,8.56,256,79059,,
Sell,Limit,760,1000,8.58,257,79060,,
Sell,Limit,760,1000,8.6,258,79080,,
Sell,Limit,760,1000,8.62,259,79085,,
Sell,Limit,760,1000,8.64,260,79086,,
Sell,Limit,760,1000,8.66,261,79087,,
Sell,Limit,760,1000,8.68,262,79088,,
Sell,Limit,760,1000,8.7,263,79120,,
Sell,Limit,760,1000,8.72,264,79122,,
Sell,Limit,770,5000,8.67,265,79402,,
Sell,Limit,770,3000,8.68,266,79403,,
Sell,Limit,770,5000,8.7,267,79404,,
Sell,Limit,770,3000,8.71,268,79405,,
Sell,Limit,770,5000,8.73,269,79406,,
Sell,Limit,770,3000,8.75,270,79439,,
Sell,Limit,770,3000,8.76,271,79440,,
Sell,Limit,770,3000,8.78,272,79441,,
Sell,Limit,770,3000,8.79,273,79442,,
Sell,Limit,770,3000,8.81,274,79443,,
Sell,Limit,770,5000,8.86,275,79444,,
Sell,Limit,770,5000,8.89,276,79445,,
Sell,Limit,770,5000,8.91,277,79446,,
Sell,Limit,770,5000,8.94,278,79448,,
Sell,Limit,770,9000,9.06,279,79449,,
Sell,Limit,770,7900,9.19,280,79451,,
Sell,Limit,770,1000,8.74,281,79725,,
Sell,Limit,770,1000,8.76,282,79727,,
Sell,Limit,770,1000,8.78,283,79729,,
Sell,Limit,770,1000,8.8,284,79731,,
Sell,Limit,770,1000,8.82,285,79734,,
Sell,Limit,770,1000,8.9,286,79735,,
Buy,Limit,770,1000,8.3,287,79738,,
Buy,Limit,770,1000,8.28,288,79739,,
Buy,Limit,770,1000,8.26,289,79740,,
Buy,Limit,770,1000,8.2,290,79741,,
Buy,Limit,770,1000,8.12,291,79749,,
Buy,Limit,770,600,8.04,292,79750,,
Buy,Limit,770,3000,8.2,293,79929,,
Buy,Limit,770,5000,8.18,294,79930,,
Buy,Limit,770,5000,8.16,295,79931,,
Buy,Limit,770,5000,8.14,296,79933,,
Buy,Limit,770,3000,8.12,297,79934,,
Buy,Limit,770,3000,8.1,298,79935,,
Buy,Limit,790,5000,8.08,299,80784,,
Buy,Limit,790,5000,8.06,300,80806,,
Buy,Limit,790,5000,8.04,301,80807,,
Buy,Limit,790,6000,8.02,302,80808,,
Buy,Limit,790,6000,8.0,303,80809,,
Buy,Limit,790,5000,7.98,304,80810,,
Buy,Limit,790,5000,7.96,305,80812,,
Buy,Limit,790,3000,7.94,306,80814,,
Buy,Limit,790,5000,7.92,307,80815,,
Buy,Limit,790,5000,7.9,308,80816,,
Sell,Limit,830,300,9.09,309,82750,,
Sell,Limit,830,54000,8.49,310,82851,,
Sell,Limit,830,1800,9.19,311,83402,,
Sell,Limit,840,4000,8.55,312,84000,,
Sell,Limit,870,4300,7.66,313,85839,,
Buy,Limit,880,2000,8.0,314,86162,,
Sell,Limit,880,71200,8.4,315,86601,,
Buy,Limit,910,3800,8.21,316,88396,,
Sell,Limit,910,300,8.61,317,88411,,
Sell,Limit,950,3200,9.0,318,91243,,
Buy,Limit,970,700,8.22,319,92197,,
Buy,Limit,970,700,8.15,320,92210,,
Sell,Limit,970,5400,8.88,321,92236,,
Buy,Limit,980,1000,8.18,322,92522,,
Sell,Limit,990,2000,8.78,323,93045,,
Sell,Limit,990,2000,8.88,324,93046,,
Sell,Limit,990,3000,8.98,325,93047,,
Sell,Limit,990,1200,8.5,326,93117,,
Buy,Limit,990,800,8.07,327,93574,,
Sell,Limit,990,800,8.56,328,93575,,
Sell,Limit,1000,3500,8.92,329,93679,,
Buy,Limit,1010,10000,7.98,330,94249,,
Sell,Limit,1020,14800,8.65,331,95311,,
Buy,Limit,1020,1400,8.16,332,95339,,
Sell,Limit,1030,300,8.65,333,95548,,
Sell,Limit,1040,3200,9.0,334,96672,,
Sell,Limit,1050,2000,9.1,335,97012,,
Buy,Limit,1060,900,8.28,336,97547,,
Sell,Limit,1070,300,9.16,337,98016,,
Sell,Limit,1080,5000,8.72,338,98685,,
Sell,Limit,1080,5000,9.14,339,98686,,
Sell,Limit,1080,5000,9.16,340,98741,,
Sell,Limit,1100,1300,8.58,341,99459,,
Sell,Limit,1100,900,9.19,342,99710,,
Sell,Limit,1100,900,8.79,343,99713,,
Buy,Limit,1120,300,8.05,344,100481,,
Buy,Limit,1120,20000,8.31,345,100726,,
Sell,Limit,1140,2500,8.8,346,101714,,
Sell,Limit,1210,600,8.59,347,104479,,
Sell,Limit,1210,2000,8.59,348,104571,,
Buy,Limit,1220,400,7.52,349,104607,,
Sell,Limit,1230,200,9.08,350,105173,,
Sell,Limit,1230,3900,8.45,351,105279,,
Buy,Limit,1230,1500,8.2,352,105280,,
Sell,Limit,1230,2000,8.68,353,105406,,
Sell,Limit,1230,1300,8.7,354,105407,,
Sell,Limit,1260,1900,8.56,355,106448,,
Sell,Limit,1260,4000,8.5,356,106449,,
Buy,Limit,1260,3000,8.1,357,106450,,
Sell,Limit,1280,1000,8.42,358,107102,,
Sell,Limit,1280,700,8.4,359,107104,,
Buy,Limit,1290,500,8.02,360,107362,,
Buy,Limit,1330,300,8.03,361,108999,,
Sell,Limit,1340,2000,8.8,362,109355,,
Sell,Limit,1340,2000,8.82,363,109357,,
Sell,Limit,1350,2000,8.68,364,109554,,
Buy,Limit,1390,10000,7.92,365,110765,,
Buy,Limit,1410,200,7.52,366,111520,,
Buy,Limit,1410,100,7.8,367,111522,,
Buy,Limit,1410,100,7.9,368,111523,,
Buy,Limit,1410,100,8.0,369,111525,,
Buy,Limit,1410,100,8.1,370,111527,,
Sell,Limit,1410,200,9.19,371,111530,,
Sell,Limit,1410,200,9.1,372,111533,,
Sell,Limit,1410,400,9.15,373,111535,,
Sell,Limit,1420,1000,8.66,374,111845,,
Sell,Limit,1430,1300,9.0,375,112056,,
Buy,Limit,1430,1300,7.8,376,112057,,
Sell,Limit,1490,300,9.0,377,113881,,
Sell,Limit,1490,1400,8.58,378,114013,,
Buy,Limit,1500,1000,8.16,379,114531,,
Buy,Limit,1510,2000,8.31,380,114761,,
Buy,Limit,1510,4000,8.27,381,114762,,
Sell,Limit,1510,2000,8.49,382,114764,,
Sell,Limit,1510,2000,8.59,383,114765,,
Sell,Limit,1510,2000,8.63,384,114766,,
Buy,Limit,1510,500,8.31,385,114772,,
Buy,Limit,1510,1000,8.27,386,114773,,
Sell,Limit,1510,500,8.49,387,114775,,
Sell,Limit,1510,500,8.59,388,114777,,
Sell,Limit,1510,500,8.63,389,114778,,
Buy,Limit,1520,500,8.0,390,114865,,
Sell,Limit,1530,8000,9.19,391,115168,,
Buy,Limit,1540,1500,7.9,392,115763,,
Sell,Limit,1600,200,8.8,393,117746,,
Buy,Limit,1640,5000,8.26,394,118946,,
Sell,Limit,1680,400,8.58,395,120275,,
Buy,Limit,1680,400,8.08,396,120276,,
Buy,Limit,1680,200,8.22,397,120472,,
Buy,Limit,1680,300,8.12,398,120478,,
Sell,Limit,1680,125000,8.53,399,120701,,
Sell,Limit,1680,82500,8.58,400,120709,,
Sell,Limit,1700,2300,8.66,401,121397,,
Sell,Limit,1740,1600,8.48,402,123041,,
Sell,Limit,1760,5400,9.0,403,123423,,
Buy,Limit,1770,4000,8.0,404,124288,,
Sell,Limit,1770,1000,8.5,405,124289,,
Sell,Limit,1770,1000,8.6,406,124290,,
Sell,Limit,1770,1000,8.7,407,124291,,
Sell,Limit,1770,1000,8.8,408,124292,,
Sell,Limit,1770,1000,8.9,409,124294,,
Sell,Limit,1770,1000,9.0,410,124295,,
Sell,Limit,1790,100,9.19,411,124702,,
Sell,Limit,1790,3000,8.7,412,124713,,
Sell,Limit,1800,1000,8.59,413,125300,,
Sell,Limit,1800,100,8.39,414,125301,,
Buy,Limit,1820,500,8.0,415,125698,,
Buy,Limit,1820,600,7.8,416,125806,,
Sell,Limit,1830,1000,9.19,417,126213,,
Sell,Limit,1840,3000,8.44,418,126685,,
Sell,Limit,1840,2000,8.56,419,126689,,
Buy,Limit,1840,3000,8.23,420,126691,,
Sell,Limit,1840,2000,9.1,421,126739,,
Sell,Limit,1850,800,8.95,422,127186,,
Sell,Limit,1850,1200,9.18,423,127188,,
Sell,Limit,1890,3000,8.75,424,128690,,
Sell,Limit,1890,4400,9.1,425,128700,,
Sell,Limit,1910,6800,8.4,426,129226,,
Sell,Limit,1910,6900,8.56,427,129228,,
Buy,Limit,1920,1000,8.18,428,129412,,
Buy,Limit,1920,5000,7.95,429,129463,,
Buy,Limit,1950,400,8.25,430,130258,,
Buy,Limit,1950,500,7.95,431,130259,,
Sell,Limit,1950,400,8.93,432,130260,,
Sell,Limit,1950,400,8.03,433,130261,,
Sell,Limit,1950,2000,9.17,434,130313,,
Sell,Limit,1960,1100,9.19,435,130641,,
Buy,Limit,2060,1500,8.0,436,133668,,
Sell,Limit,2090,100,9.19,437,134376,,
Buy,Limit,2140,800,8.28,438,136007,,
Buy,Limit,2190,100,8.2,439,136885,,
Buy,Limit,2190,100,8.0,440,136886,,
Buy,Limit,2190,5000,8.24,441,136929,,
Buy,Limit,2200,100,7.8,442,137105,,
Sell,Limit,2210,200,9.19,443,137193,,
Buy,Limit,2220,4400,7.52,444,137294,,
Buy,Limit,2250,1000,8.27,445,137898,,
Sell,Limit,2260,100,8.88,446,138233,,
Sell,Limit,2270,500,8.44,447,138318,,
Sell,Limit,2270,5200,9.12,448,138424,,
Buy,Limit,2270,800,8.24,449,138427,,
Buy,Limit,2280,300,8.3,450,138787,,
Sell,Limit,2320,2000,8.88,451,139684,,
Sell,Limit,2320,2000,9.19,452,139686,,
Sell,Limit,2400,2500,8.88,453,141131,,
Sell,Limit,2400,1000,8.53,454,141212,,
Sell,Limit,2400,1000,8.58,455,141214,,
Buy,Limit,2440,600,8.02,456,141892,,
Sell,Limit,2470,100,9.15,457,142393,,
Buy,Limit,2490,300,8.3,458,142929,,
Buy,Limit,2490,5000,8.28,459,142977,,
Buy,Limit,2490,5000,8.2,460,142979,,
Buy,Limit,2490,1000,8.06,461,143001,,
Sell,Limit,2530,600,9.16,462,143868,,
Sell,Limit,2540,600,9.19,463,144196,,
Sell,Limit,2540,600,8.79,464,144199,,
Sell,Limit,2560,2400,9.1,465,144516,,
Sell,Limit,2560,900,9.0,466,144532,,
Sell,Limit,2590,100,9.19,467,144793,,
Buy,Limit,2650,300,8.0,468,145899,,
Sell,Limit,2760,100,8.6,469,147595,,
Sell,Limit,2770,2700,8.8,470,147678,,
Sell,Limit,2820,800,8.98,471,148669,,
Sell,Limit,2820,1500,9.18,472,148673,,
Sell,Limit,2930,100,9.19,473,150683,,
Buy,Limit,2960,500,8.21,474,151313,,
Buy,Limit,2970,100,8.35,475,151400,,
Sell,Limit,3000,300,8.68,476,151911,,
Sell,Limit,3000,300,9.02,477,151915,,
Sell,Limit,3040,600,9.18,478,152444,,
Sell,Limit,3080,700,9.19,479,152946,,
Sell,Limit,3230,200,9.19,480,154221,,
Buy,Limit,3380,500,8.27,481,155768,,
Buy,Limit,3380,500,8.19,482,155769,,
Buy,Limit,3410,200,8.0,483,156012,,
Sell,Limit,3410,200,8.68,484,156016,,
Sell,Limit,3410,200,8.88,485,156017,,
Buy,Limit,3420,3400,8.18,486,156077,,
Buy,Limit,3420,3500,8.02,487,156078,,
Sell,Limit,3520,4000,9.19,488,157386,,
Sell,Limit,3580,5000,9.18,489,158192,,
Sell,Limit,3660,100000,8.88,490,159205,,
Buy,Limit,3710,300,7.7,491,159792,,
Sell,Limit,3710,600,9.1,492,159802,,
Sell,Limit,3760,100,8.55,493,160359,,
Sell,Limit,3800,65000,9.16,494,160684,,
Sell,Limit,3800,600,8.9,495,160723,,
Buy,Limit,3820,1600,7.81,496,160833,,
Sell,Limit,3890,2200,9.0,497,161550,,
Buy,Limit,3950,2000,8.16,498,162165,,
Buy,Limit,3950,1000,8.22,499,162166,,
Buy,Limit,3950,1000,8.26,500,162171,,
Buy,Limit,3950,3000,8.13,501,162195,,
Buy,Limit,3950,3000,8.18,502,162196,,
Buy,Limit,3950,3000,8.22,503,162199,,
Buy,Limit,3950,3000,8.28,504,162204,,
Buy,Limit,3990,3000,8.08,505,162385,,
Buy,Limit,3990,3000,8.16,506,162393,,
Buy,Limit,3990,3000,8.22,507,162399,,
Buy,Limit,3990,3000,8.28,508,162402,,
Buy,Limit,3990,3000,8.3,509,162409,,
Sell,Limit,4110,2000,9.16,510,163358,,
Buy,Limit,4110,2000,7.86,511,163359,,
Sell,Limit,4150,200,8.77,512,163454,,
Sell,Limit,4190,300,8.68,513,163601,,
Sell,Limit,4190,400,9.02,514,163603,,
Buy,Limit,4230,200,7.78,515,163726,,
Sell,Limit,4350,5900,8.6,516,164290,,
Buy,Limit,4380,500,8.0,517,164367,,
Buy,Limit,4380,500,7.6,518,164368,,
Buy,Limit,4440,6700,8.02,519,164679,,
Sell,Limit,4620,1000,8.48,520,165240,,
Sell,Limit,4620,1000,8.75,521,165241,,
Sell,Limit,4620,1000,8.85,522,165242,,
Sell,Limit,4620,1000,8.65,523,165243,,
Sell,Limit,4660,400,9.18,524,165467,,
Sell,Limit,4750,4700,8.39,525,165947,,
Buy,Limit,4950,7000,8.07,526,166822,,
Sell,Limit,5200,10100,9.11,527,167762,,
Sell,Limit,5270,1000,9.15,528,168016,,
Sell,Limit,5270,1000,9.0,529,168021,,
Sell,Limit,5270,1000,8.95,530,168025,,
Buy,Limit,5300,1000,8.0,531,168077,,
Sell,Limit,5450,500,8.8,532,168478,,
Sell,Limit,5680,1000,9.19,533,168995,,
Buy,Limit,5860,500,7.77,534,169466,,
Buy,Limit,5910,1000,8.1,535,169755,,
Sell,Limit,5940,300,8.7,536,169942,,
Buy,Limit,6030,300,8.26,537,170157,,
Sell,Limit,7030,5900,8.62,538,172707,,
Sell,Limit,7040,4800,9.0,539,172741,,
Sell,Limit,7900,600,8.8,540,173480,,
Sell,Limit,8940,100,9.16,541,174221,,
Buy,Limit,10260,100,7.52,542,174951,,
Buy,Limit,14060,1200,8.2,543,176186,,
Buy,Cancel,15270,100,0.0,544,176579,174951,0
Sell,Limit,20770,700,8.42,545,177568,,
Buy,Limit,34690,3000,8.18,546,179239,,
Buy,Limit,36150,100,7.57,547,179435,,
Buy,Limit,36270,2000,8.25,548,179452,,
Sell,Limit,48390,2000,8.79,549,181086,,
Sell,Limit,52390,100,9.19,550,181640,,
Sell,Limit,52830,100,9.0,551,181702,,
Buy,Cancel,63710,1000,0.0,552,183317,79740,0
Sell,Limit,66460,200,8.61,553,183752,,
Sell,Limit,69050,4300,7.52,554,184147,,
Buy,Cancel,69370,600,0.0,555,184214,79750,0
Sell,Limit,70190,6000,8.79,556,184352,,
Sell,Limit,78360,30000,8.38,557,185710,,
Buy,Limit,82000,1000,8.04,558,186295,,
Buy,Limit,86060,100,8.0,559,187015,,
Sell,Limit,88840,400,7.52,560,187512,,
Sell,Limit,89620,4500,8.85,561,187652,,
Buy,Limit,91840,600,7.96,562,188071,,
Buy,Limit,94280,2000,7.9,563,188560,,
Buy,Limit,98040,1600,8.19,564,189203,,
Buy,Limit,98610,1900,8.62,565,189312,,
Sell,Limit,104000,5600,7.52,566,190390,,
Buy,Limit,104060,2000,8.21,567,190403,,
Buy,Limit,106570,700,8.21,568,190882,,
Buy,Cancel,108770,400,0.0,569,191343,58790,0
Sell,Limit,114990,1300,8.65,570,192507,,
Sell,Limit,119080,1100,9.11,571,193268,,
Buy,Limit,119080,1100,8.11,572,193269,,
Buy,Limit,121180,1300,8.31,573,193671,,
Sell,Limit,121210,2200,9.19,574,193676,,
Buy,Cancel,122580,700,0.0,575,193935,190882,0
Buy,Limit,133960,100,8.31,576,196117,,
